smiles,index
Cc1cn([C@@H]2C[C@@H](N)[C@@H](CO)O2)c(=O)[nH]c1=O,ZINC000017187167
Cc1cn([C@@H]2C[C@H](N)[C@@H](CO)O2)c(=O)[nH]c1=O,ZINC000017187171
CO[C@@H]1C(=O)CC[C@@]2(CO2)[C@@]1(O)[C@@]1(C)O[C@@H]1CC=C(C)C,ZINC000014618774
CO[C@H]1C(=O)CC[C@@]2(CO2)[C@@]1(O)[C@@]1(C)O[C@@H]1CC=C(C)C,ZINC000014618775
CO[C@H]1C(=O)CC[C@]2(CO2)[C@@]1(O)[C@@]1(C)O[C@@H]1CC=C(C)C,ZINC000014618776
O=C(O)C1=C(CSc2nnnn2CS(=O)(=O)O)CS[C@@H]2[C@H](NC(=O)[C@H](O)c3ccccc3)C(=O)N12,ZINC000003830428
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)CC#N)[C@H]2SC1,ZINC000003830496
CC[C@@H](Cc1c(I)cc(I)c(N)c1I)C(=O)O,ZINC000003830949
OCCOC[C@H]1O[C@H](OCCO)[C@H](OCCO)[C@@H](OCCO)[C@@H]1OCCO,ZINC000013831819
C[C@]12Cc3cn[nH]c3C[C@@H]1CC[C@@H]1[C@@H]3CC[C@@](C)(O)[C@@]3(C)CC[C@H]12,ZINC000003873364
O=C1N(Cc2ccccc2)[C@H]2C[S@+]3CCC[C@@H]3[C@@H]2N1Cc1ccccc1,ZINC000003831582
N[C@H]1[C@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O,ZINC000003860468
NCCCNCCCCNCCCN,ZINC000001532734
NC(=O)C[C@H](N)C(=O)O,ZINC000001532556
N[C@@H](COP(=O)(O)O)C(=O)O,ZINC000003869280
CC(=O)Nc1c(I)c(C(=O)O)c(I)c(N(C)C(C)=O)c1I,ZINC000003831116
CCN(CC)CCOC(=O)[C@H](Cc1cccc2ccccc12)C[C@H]1CCCO1,ZINC000003831174
Cc1cc(/C=C/c2ccc3cc(N(C)C)ccc3[n+]2C)c(C)n1-c1ccccc1,ZINC000003831401
CC(=O)NCc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,ZINC000003830933
Oc1ccc([C@@H](O)CNCCCCCCNC[C@H](O)c2ccc(O)c(O)c2)cc1O,ZINC000003872806
CO[C@]12C[C@@H](COC(=O)c3cncc(Br)c3)CN(C)[C@@H]1Cc1cn(C)c3cccc2c13,ZINC000003873817
Cc1nc(=O)c2cc(CN(C)c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)s3)ccc2[nH]1,ZINC000003832372
N=C(N)c1ccc(/N=N/Nc2ccc(C(=N)N)cc2)cc1,ZINC000003830706
CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@H]12)c1csc(N)n1,ZINC000003871927
CC[C@@H]1C(C)=NN=C(c2ccc(OC)c(OC)c2)c2cc(OC)c(OC)cc21,ZINC000003831552
CC(C)=CCC[C@]1(C)[C@@H](CC=C(C)C)C[C@@]2(CC=C(C)C)C(=O)C(CC=C(C)C)=C(O)[C@]1(C(=O)C(C)C)C2=O,ZINC000003872863
C[C@]12Cc3cn[nH]c3C[C@@H]1CC[C@H]1[C@@H]2CC[C@]2(C)[C@H]1CC[C@@]2(C)O,ZINC000003873365
CCN(CC)CCOCCOC(=O)C(CC)(CC)c1ccccc1,ZINC000003874580
CC1(C)[C@H](C=C(Cl)Cl)[C@@H]1C(=O)O[C@@H](C#N)c1cccc(Oc2ccccc2)c1,ZINC000001996306
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,ZINC000003860156
C=CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C,ZINC000004214767
CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@H]1CC[C@]3(C)O[C@@H]3[C@@H]21,ZINC000005821089
CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@H]1CC[C@]3(C)O[C@@H]3[C@H]21,ZINC000005821085
O[C@]1(c2ccc(Cl)cc2)c2ccccc2C2=NCCN21,ZINC000000000440
Cc1c(Cl)cccc1Nc1ncccc1C(=O)O,ZINC000000001195
OCCN1CCN(CCCN2c3ccccc3C=Cc3ccccc32)CC1,ZINC000021981303
CC[C@H](Cc1c(I)cc(I)c(N)c1I)C(=O)O,ZINC000003830950
CC(C)COC[C@H](CN(Cc1ccccc1)c1ccccc1)N1CCCC1,ZINC000003830283
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@@H]3[C@@H]1C[C@H](O)[C@@H]2O,ZINC000003872492
C[C@]12Cc3cn[nH]c3C[C@@H]1CC[C@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@@]2(C)O,ZINC000003873366
CN1C(=O)C[C@H](c2ccccc2)C1=O,ZINC000000896887
COC(F)(F)C(Cl)Cl,ZINC000000896988
NS(=O)(=O)c1cc2c(cc1Cl)N[C@@H](C(Cl)Cl)NS2(=O)=O,ZINC000000897236
C[N+]1(C)CCN(C[C@](O)(c2ccccc2)C2CCCCC2)CC1,ZINC000000897263
C1=Cc2cccc(OC[C@H]3CNCCO3)c2C1,ZINC000000900543
c1ccc2c(c1)OC[C@@H](C1=NCCN1)O2,ZINC000000900630
CN1C(=O)CCS(=O)(=O)[C@@H]1c1ccc(Cl)cc1,ZINC000000896468
CN1CCCC[C@H]1CCN1c2ccccc2Sc2ccc([S@@](C)=O)cc21,ZINC000000896650
NC[C@@H](O)CC(=O)O,ZINC000000901808
CC(=O)Nc1ccc(OC(=O)c2ccccc2O)cc1,ZINC000000000865
Nc1nc(N)nc(-c2cc(Cl)ccc2Cl)n1,ZINC000000002645
NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NCNS2(=O)=O,ZINC000000897225
CC[C@@]1(c2ccccc2)NC(=O)N(C)C1=O,ZINC000000896648
CN1CCN2c3ccccc3Cc3ccccc3[C@H]2C1,ZINC000000000855
CCc1ccc(C(=O)[C@H](C)CN2CCCCC2)cc1,ZINC000000000250
COc1ccc(C(=O)c2ccc(C)cc2)c(O)c1,ZINC000000000500
CN1CCN2c3ccccc3Cc3ccccc3[C@@H]2C1,ZINC000000000504
COc1cc2c(cc1OC)[C@@]13CCN4CC5=CCO[C@@H]6CC(=O)N2[C@@H]1[C@H]6[C@H]5C[C@H]43,ZINC000003861134
c1ccc(-c2ccc([C@@H](c3ccccc3)n3ccnc3)cc2)cc1,ZINC000003871723
CC1(C)[C@@H](C=C(Cl)Cl)[C@H]1C(=O)O[C@@H](C#N)c1cccc(Oc2ccccc2)c1,ZINC000003872178
Clc1ccc([C@H](Cn2ccnc2)OCc2c(Cl)cccc2Cl)c(Cl)c1,ZINC000003872945
O=S(=O)(O)C[C@H](S)CS,ZINC000003873646
CCC(=O)O[C@@]1(c2ccccc2)CCN(C)C[C@@H]1C,ZINC000003830195
CN(C)CCn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3csc(N)n3)[C@H]2SC1,ZINC000003830445
CC1(C)S[C@@H]2[C@H](NC(=O)C3(N)CCCCC3)C(=O)N2[C@H]1C(=O)O,ZINC000003830609
COC(=O)/N=c1\[nH]c2ccc(C(=O)c3ccc(F)cc3)cc2[nH]1,ZINC000003830847
O=C1N(Cc2ccccc2)[C@@H]2C[S@+]3CCC[C@@H]3[C@@H]2N1Cc1ccccc1,ZINC000003831581
CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@H](O)C[C@@H](O)CC(=O)O,ZINC000003833880
C=N[C@@H](C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12)c1ccccc1,ZINC000003874216
O=c1[nH]cc(N(CCCl)CCCl)c(=O)[nH]1,ZINC000000002235
CCC[C@H]1C(=O)N2C(N(C)C)=Nc3ccc(C)cc3N2C1=O,ZINC000000005349
CC1(C)S[C@@H]2[C@H](NC(=O)[C@@H](NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,ZINC000004097284
CC(C)=CCC[C@](C)(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@H]3[C@H](C)C[C@H](O)C(C)(C)[C@@H]3[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)C[C@]12C,ZINC000255965156
CC(=O)O[C@H]1C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@@H]4CC[C@]5(C)[C@H]6CC[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)O[C@H](C)[C@H]1O,ZINC000255977092
CC(=O)O[C@H]1C[C@H](O[C@@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@@H]4CC[C@]5(C)[C@H]6CC[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)O[C@H](C)[C@H]1O,ZINC000255977094
CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](N)CSSC[C@H](C(=O)N2CCC[C@@H]2C(=O)N[C@H](CC(C)C)C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]([C@H](C)O)NC1=O,ZINC000256015223
CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](N)CSSC[C@H](C(=O)N2CCC[C@@H]2C(=O)N[C@H](CC(C)C)C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]([C@@H](C)O)NC1=O,ZINC000256015225
C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6C[C@@H](O)[C@]7(C)[C@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,ZINC000257362202
CCN(CC)CC(=O)OCC(=O)[C@]1(O)CC[C@@H]2[C@H]3CCC4=CC(=O)CC[C@]4(C)[C@@H]3[C@@H](O)C[C@@]21C,ZINC000257420680
CCN(CC)CC(=O)OCC(=O)[C@]1(O)CC[C@@H]2[C@H]3CCC4=CC(=O)CC[C@]4(C)[C@@H]3[C@@H](O)C[C@]21C,ZINC000257420682
O=C(O)[C@@H](CC(=O)N1C[C@H]2CCCC[C@@H]2C1)Cc1ccccc1,ZINC000011616580
C[N+]1(C)[C@H]2CC[C@@H]1CC(OC(=O)[C@@H](O)c1ccccc1)C2,ZINC000012503153
CCC(=O)[C@@]1(C)[C@H](C)C[C@@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@H]3[C@@H](O)C[C@@]21C,ZINC000012503210
C#C[C@]1(O)CC[C@@H]2[C@@H]3CCC4=C/C(=N\O)CC[C@@H]4[C@@H]3CC[C@]21CC,ZINC000261527167
CCN[C@H]1[C@H]2CC[C@@H](C2)[C@H]1c1ccccc1,ZINC000212549525
O[C@@]1(c2ccc(Cl)cc2)c2ccccc2C2=NCCN21,ZINC000000896621
CCN1CCC[C@H]1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,ZINC000001846088
CCCCCCCCCc1ccc(OCCO)cc1,ZINC000001850508
CC(C)NCCCC1(C(N)=O)c2ccccc2-c2ccccc21,ZINC000001855421
CCN(CC)[C@@H](C)CN1c2ccccc2Sc2ccccc21,ZINC000000004227
CC(C)C(=O)c1c(C(C)C)nn2ccccc12,ZINC000000004234
CCC1(CC)C(=O)NC[C@@H](C)C1=O,ZINC000003831106
CCC1(CC)C(=O)NC[C@H](C)C1=O,ZINC000003831107
CCC(=O)[C@@]1(C)[C@H](C)C[C@@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,ZINC000253636802
CC(C)=CCC[C@](C)(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@H]3[C@H](C)C[C@H](O)C(C)(C)[C@@H]3[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)C[C@]12C,ZINC000255965157
CC(=O)O[C@H]1C[C@H](O[C@@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6CC[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)O[C@H](C)[C@H]1O,ZINC000255977093
CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](N)CSSC[C@H](C(=O)N2CCC[C@@H]2C(=O)N[C@H](CC(C)C)C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H]([C@H](C)O)NC1=O,ZINC000256015222
CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](N)CSSC[C@H](C(=O)N2CCC[C@@H]2C(=O)N[C@H](CC(C)C)C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H]([C@@H](C)O)NC1=O,ZINC000256015224
CCN(CC)CC(=O)OCC(=O)[C@]1(O)CC[C@@H]2[C@H]3CCC4=CC(=O)CC[C@]4(C)[C@@H]3[C@H](O)C[C@]21C,ZINC000257420679
CCN(CC)CC(=O)OCC(=O)[C@]1(O)CC[C@@H]2[C@H]3CCC4=CC(=O)CC[C@]4(C)[C@@H]3[C@H](O)C[C@@]21C,ZINC000257420681
CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@@H](Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C,ZINC000011616152
CO[C@H]1[C@H](OC(N)=O)[C@@H](O)[C@@H](Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C,ZINC000011616154
C/C=C(C(=C\C)\c1ccc(O)cc1)/c1ccc(O)cc1,ZINC000012503200
C#C[C@]1(O)CC[C@@H]2[C@@H]3CCC4=C/C(=N\O)CC[C@@H]4[C@H]3CC[C@]21CC,ZINC000261527168
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)[C@@H]1c1cccc([N+](=O)[O-])c1,ZINC000084403367
Cc1cc(=O)c(C(=O)N[C@@H](C(=O)N[C@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)c[nH]1,ZINC000014768469
CC(C)(C)S(=O)(=O)C[C@H](Cc1ccccc1)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@H](CC1CCCCC1)[C@H](O)[C@H](O)C1CC1,ZINC000014879963
CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C,ZINC000087496183
O=[N+]([O-])c1ccc(O)c2ncccc12,ZINC000015831592
CCN[C@@H]1[C@H]2CC[C@@H](C2)[C@H]1c1ccccc1,ZINC000212549609
CCN(CC)CCOC(=O)[C@@H](Cc1cccc2ccccc12)C[C@@H]1CCCO1,ZINC000003831171
CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)NCCSSCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)CO,ZINC000003874604
NC(=O)OC[C@@H](O)COc1ccc(Cl)cc1,ZINC000000000136
C[C@@H](O)c1ccc(S(=O)(=O)/N=C(\O)NC2CCCCC2)cc1,ZINC000000000374
C[C@H]1CCC[C@@H](C)N1CCC[C@@](O)(c1ccccc1)c1ccccn1,ZINC000000000642
CC(C)N(CC[C@H](c1ccccc1)c1cc(CO)ccc1O)C(C)C,ZINC000000006047
CC1(C)CO[C@@H](CC(=O)O)CN1,ZINC000000006164
COc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2,ZINC000000020246
CC/C(=C(\CC)c1ccc(O)cc1)c1ccc(O)cc1,ZINC000000056544
CCn1cc(C(=O)O)c(=O)c2cnc(N3CCCC3)nc21,ZINC000000057461
Cc1ccc2c([nH]c(=O)c3c(=O)cc(C(=O)OCCC(C)C)oc32)c1C,ZINC000000538285
C[C@@H]1CN(C2CCC(C#N)(c3ccc(F)cc3)CC2)CC[C@]1(C(=O)O)c1ccccc1,ZINC000000586239
COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC,ZINC000000598852
NC(=O)OC[C@H](O)COc1ccc(Cl)cc1,ZINC000000897317
CCC[C@H](Cc1ccccc1)N1CCCC1,ZINC000001481908
CNc1ncc(-c2ccc3c(=O)c(C(=O)O)cn(C4CC4)c3c2C)cc1C,ZINC000001483896
CC(C)[N+](C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)C(C)C,ZINC000001530668
CCCOC(C(=O)OC1CCN(C)CC1)(c1ccccc1)c1ccccc1,ZINC000001530934
C=C(C)[C@H]1CC=C(C(=O)O)CC1,ZINC000001532419
N#CCCN1C(=O)[C@H](O)N=C(c2ccccc2F)c2cc(Cl)ccc21,ZINC000001533874
Oc1ccc(CCCCNC[C@H](O)c2ccc(O)c(O)c2)cc1,ZINC000001537194
O=[P@]1(N(CCCl)CCCl)OCCCN1CCCl,ZINC000001571392
CC/C(=C(/c1ccc(OCCN(C)C)cc1)c1cccc(O)c1)c1ccccc1,ZINC000001585847
COc1ccc2c3c1O[C@H]1[C@H](O)CC[C@@]4(O)[C@@H](C2)NCC[C@]314,ZINC000001656905
COc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@@]4(O)[C@@H](C2)NCC[C@]314,ZINC000001656906
CCC[C@@H](Cc1ccccc1)N1CCCC1,ZINC000001678599
COc1cc(C[C@@H](C)N)ccc1O,ZINC000001692966
CCOC(=O)c1c(C)nc(C)c(C(=O)OC)c1-c1cccc(Cl)c1Cl,ZINC000001849578
O=P(O)(NCCCl)NCCCl,ZINC000001869573
CCNCCC[C@H](C)Nc1ccnc2cc(Cl)ccc12,ZINC000001873617
C[C@H]1CCC[C@@H](C)N1CCC[C@](O)(c1ccccc1)c1ccccn1,ZINC000002020068
CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(Br)c1OC,ZINC000002021799
C[C@H](O)c1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,ZINC000002032663
CCNCCC[C@@H](C)Nc1ccnc2cc(Cl)ccc12,ZINC000002042694
Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=N[C@@H]2O,ZINC000002244165
COc1cc(O)ccc1OCCNC[C@@H](O)COc1cccc2[nH]c3ccccc3c12,ZINC000002526388
COc1cc(O)ccc1OCCNC[C@H](O)COc1cccc2[nH]c3ccccc3c12,ZINC000002528509
CCNCC#CCOC(=O)[C@@](O)(c1ccccc1)C1CCCCC1,ZINC000002583356
COc1cc(C[C@H](C)N)ccc1O,ZINC000003644762
N#CCCN1C(=O)[C@@H](O)N=C(c2ccccc2F)c2cc(Cl)ccc21,ZINC000003777838
C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1[C@H](C(=O)O)C[C@H]2CCCC[C@@H]21,ZINC000003784432
O=C(O)CN1C(=O)[C@@H](N[C@@H](CCc2ccccc2)C(=O)O)CCc2ccccc21,ZINC000003814184
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(C)c(CC(=O)O)s3)CS[C@H]12)c1csc(N)n1,ZINC000003830421
CCN(CC)C(=O)N[C@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,ZINC000003831001
CCN(CC)CCNc1ccc(C)c2sc3ccccc3c(=O)c12,ZINC000003831012
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(C[n+]3ccn4ncccc43)CS[C@H]12)c1nsc(N)n1,ZINC000003871946
CN1C[C@H](CNC(=O)OCc2ccccc2)C[C@H]2c3cccc4c3c(cn4C)C[C@H]21,ZINC000003873781
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C,ZINC000003875355
O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](COP(=O)(O)O)O2)cc1F,ZINC000003875881
CC(C)c1c(C(=O)Nc2ccc(O)cc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O,ZINC000003932191
CCc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O,ZINC000003956771
COc1cc(NC(=O)Nc2cccc(CNC(=O)O[C@H]3CCOC3)c2)ccc1-c1cnco1,ZINC000003975663
CCc1c2c(nc3ccc(O[C@@H]4O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]4O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,ZINC000004099104
CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@H](C)C[C@H]2[C@H]3[C@H]([C@@H](O)C[C@@]21C)[C@@]1(C)C=CC(=O)C=C1C[C@H]3Cl,ZINC000004172330
CN(C)Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,ZINC000004214740
NC(=O)c1csc([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,ZINC000004217560
Nc1nc(/C(=N/O)C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(/C=C4\CCN([C@@H]5CCNC5)C4=O)CS[C@H]23)ns1,ZINC000004424091
C=C1CC[C@H](O)C/C1=C\C=C1/CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)/C=C/[C@H](C)C(C)C,ZINC000004474571
C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)/C=C/[C@H](O)C2CC2)C[C@@H](O)C[C@@H]1O,ZINC000004654793
C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)CC(=O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12,ZINC000004744090
CN(C)CCCN1c2ccccc2CCc2cc(O)ccc21,ZINC000005140429
CN1C(=O)[C@H](O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)C[C@H]1c1cccnc1,ZINC000005140888
Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=N[C@H]2O,ZINC000005161505
COc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314,ZINC000005699865
C[C@@H]1C[C@H]2[C@@H]3C[C@@H](O)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,ZINC000005735960
CCC(=O)N(c1ccccc1)C1(COC)CCNCC1,ZINC000005768112
CCCNC[C@H](O)COc1ccc(O)cc1C(=O)CCc1ccccc1,ZINC000005834731
CCCNC[C@@H](O)COc1ccc(O)cc1C(=O)CCc1ccccc1,ZINC000005834799
CCN(CC)CC(=O)Nc1c(C)ccc(O)c1C,ZINC000005846414
CCNCC#CCOC(=O)[C@](O)(c1ccccc1)C1CCCCC1,ZINC000005852926
CN1C(=O)CC[C@H]1c1ccc[n+]([O-])c1,ZINC000005967123
C[C@H](C(=O)O)c1ccc(-c2ccc(O)cc2)c(F)c1,ZINC000006030312
C[C@@H](C(=O)O)c1ccc(-c2ccc(O)cc2)c(F)c1,ZINC000006037085
Nc1nc(O)c2ncn(COCC(=O)O)c2n1,ZINC000006119299
C[C@]12CC[C@@H]3c4ccc(O[C@@H]5O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]5O)cc4CC[C@H]3[C@@H]1C[C@@H](O)[C@@H]2O,ZINC000008234405
CN(Cc1nc2c(N)[nH]c(=N)[nH]c-2nc1=O)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,ZINC000008655696
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CC[C@@H]1O,ZINC000012496833
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CC[C@H]1O,ZINC000012496837
C[C@]12C[C@H](O)[C@H]3[C@@H](C[C@@H](O)C4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,ZINC000013118371
COc1cc2c(cc1O)C(=O)[C@H](CC1CCN(Cc3ccccc3)CC1)C2,ZINC000013449409
COc1cc2c(cc1O)C(=O)[C@@H](CC1CCN(Cc3ccccc3)CC1)C2,ZINC000013449412
